SchoolYear,Sector,SubSector,ulcscode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2023-2024,District,District,8210,Joseph H. Brown School,Network 9,07,47,9,19.15,38,80.85,12,25.53,35,74.47,24,51.06,23,48.94,0,0.00,3,6.38,17,36.17,16,34.04,2,4.26,0,0.00,9,19.15,
2023-2024,District,District,8210,Joseph H. Brown School,Network 9,08,58,17,29.31,41,70.69,12,20.69,46,79.31,30,51.72,28,48.28,0,0.00,2,3.45,20,34.48,24,41.38,3,5.17,1,1.72,8,13.79,
2023-2024,District,District,8210,Joseph H. Brown School,Network 9,All Grades,446,88,19.73,358,80.27,77,17.26,369,82.74,207,46.41,239,53.59,0,0.00,15,3.36,153,34.30,166,37.22,24,5.38,1,0.22,87,19.51,100.00
2023-2024,District,District,8230,Kennedy C. Crossan School,Network 8,00,61,12,19.67,49,80.33,6,9.84,55,90.16,29,47.54,32,52.46,0,0.00,11,18.03,25,40.98,14,22.95,2,3.28,0,0.00,9,14.75,
2023-2024,District,District,8230,Kennedy C. Crossan School,Network 8,01,54,10,18.52,44,81.48,4,7.41,50,92.59,24,44.44,30,55.56,0,0.00,5,9.26,17,31.48,12,22.22,2,3.70,0,0.00,18,33.33,
2023-2024,District,District,8230,Kennedy C. Crossan School,Network 8,02,59,10,16.95,49,83.05,3,5.08,56,94.92,31,52.54,28,47.46,0,0.00,4,6.78,23,38.98,19,32.20,0,0.00,0,0.00,13,22.03,
2023-2024,District,District,8230,Kennedy C. Crossan School,Network 8,03,42,9,21.43,33,78.57,4,9.52,38,90.48,13,30.95,29,69.05,0,0.00,4,9.52,8,19.05,17,40.48,2,4.76,0,0.00,11,26.19,
2023-2024,District,District,8230,Kennedy C. Crossan School,Network 8,04,54,17,31.48,37,68.52,7,12.96,47,87.04,27,50.00,27,50.00,0,0.00,4,7.41,17,31.48,16,29.63,3,5.56,0,0.00,14,25.93,
2023-2024,District,District,8230,Kennedy C. Crossan School,Network 8,05,49,13,26.53,36,73.47,8,16.33,41,83.67,27,55.10,22,44.90,0,0.00,5,10.20,23,46.94,9,18.37,0,0.00,0,0.00,12,24.49,
2023-2024,District,District,8230,Kennedy C. Crossan School,Network 8,All Grades,319,71,22.26,248,77.74,32,10.03,287,89.97,151,47.34,168,52.66,0,0.00,33,10.34,113,35.42,87,27.27,9,2.82,0,0.00,77,24.14,100.00
2023-2024,District,District,8240,Hamilton Disston School,Network 9,00,76,18,23.68,58,76.32,0,0.00,76,100.00,35,46.05,41,53.95,0,0.00,3,3.95,23,30.26,39,51.32,2,2.63,0,0.00,9,11.84,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,01,98,34,34.69,64,65.31,3,3.06,95,96.94,53,54.08,45,45.92,0,0.00,1,1.02,22,22.45,58,59.18,4,4.08,0,0.00,13,13.27,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,02,69,22,31.88,47,68.12,10,14.49,59,85.51,37,53.62,32,46.38,0,0.00,0,0.00,22,31.88,38,55.07,3,4.35,0,0.00,6,8.70,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,03,91,23,25.27,68,74.73,10,10.99,81,89.01,45,49.45,46,50.55,0,0.00,4,4.40,25,27.47,49,53.85,3,3.30,0,0.00,10,10.99,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,04,76,24,31.58,52,68.42,8,10.53,68,89.47,29,38.16,47,61.84,0,0.00,2,2.63,28,36.84,29,38.16,2,2.63,0,0.00,15,19.74,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,05,73,18,24.66,55,75.34,12,16.44,61,83.56,40,54.79,33,45.21,0,0.00,1,1.37,19,26.03,44,60.27,2,2.74,0,0.00,7,9.59,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,06,93,22,23.66,71,76.34,15,16.13,78,83.87,45,48.39,48,51.61,0,0.00,1,1.08,36,38.71,44,47.31,1,1.08,0,0.00,11,11.83,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,07,87,25,28.74,62,71.26,18,20.69,69,79.31,38,43.68,49,56.32,0,0.00,2,2.30,37,42.53,34,39.08,3,3.45,0,0.00,11,12.64,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,08,74,36,48.65,38,51.35,7,9.46,67,90.54,28,37.84,46,62.16,0,0.00,4,5.41,17,22.97,41,55.41,5,6.76,1,1.35,6,8.11,
2023-2024,District,District,8240,Hamilton Disston School,Network 9,All Grades,737,222,30.12,515,69.88,83,11.26,654,88.74,350,47.49,387,52.51,0,0.00,18,2.44,229,31.07,376,51.02,25,3.39,1,0.14,88,11.94,100.00
2023-2024,District,District,8250,Edwin Forrest School,Network 12,00,116,39,33.62,77,66.38,4,3.45,112,96.55,58,50.00,58,50.00,0,0.00,6,5.17,22,18.97,66,56.90,8,6.90,0,0.00,14,12.07,
2023-2024,District,District,8250,Edwin Forrest School,Network 12,01,141,52,36.88,89,63.12,10,7.09,131,92.91,75,53.19,66,46.81,1,0.71,8,5.67,28,19.86,73,51.77,11,7.80,1,0.71,19,13.48,
2023-2024,District,District,8250,Edwin Forrest School,Network 12,02,122,27,22.13,95,77.87,16,13.11,106,86.89,58,47.54,64,52.46,0,0.00,3,2.46,36,29.51,66,54.10,4,3.28,0,0.00,13,10.66,
2023-2024,District,District,8250,Edwin Forrest School,Network 12,03,140,49,35.00,91,65.00,14,10.00,126,90.00,77,55.00,63,45.00,0,0.00,7,5.00,37,26.43,72,51.43,11,7.86,0,0.00,13,9.29,
2023-2024,District,District,8250,Edwin Forrest School,Network 12,04,129,38,29.46,91,70.54,19,14.73,110,85.27,65,50.39,64,49.61,0,0.00,5,3.88,40,31.01,55,42.64,13,10.08,0,0.00,16,12.40,
2023-2024,District,District,8250,Edwin Forrest School,Network 12,05,140,30,21.43,110,78.57,23,16.43,117,83.57,70,50.00,70,50.00,0,0.00,7,5.00,44,31.43,64,45.71,5,3.57,0,0.00,20,14.29,
2023-2024,District,District,8250,Edwin Forrest School,Network 12,All Grades,788,235,29.82,553,70.18,86,10.91,702,89.09,403,51.14,385,48.86,1,0.13,36,4.57,207,26.27,396,50.25,52,6.60,1,0.13,95,12.06,100.00
2023-2024,District,District,8260,Fox Chase School,Network 8,00,85,8,9.41,77,90.59,9,10.59,76,89.41,31,36.47,54,63.53,0,0.00,6,7.06,22,25.88,17,20.00,7,8.24,0,0.00,33,38.82,
2023-2024,District,District,8260,Fox Chase School,Network 8,01,75,16,21.33,59,78.67,19,25.33,56,74.67,32,42.67,43,57.33,0,0.00,8,10.67,17,22.67,20,26.67,5,6.67,0,0.00,25,33.33,
2023-2024,District,District,8260,Fox Chase School,Network 8,02,80,16,20.00,64,80.00,14,17.50,66,82.50,36,45.00,44,55.00,0,0.00,9,11.25,15,18.75,21,26.25,6,7.50,0,0.00,29,36.25,
2023-2024,District,District,8260,Fox Chase School,Network 8,03,77,20,25.97,57,74.03,14,18.18,63,81.82,24,31.17,53,68.83,0,0.00,8,10.39,18,23.38,18,23.38,3,3.90,0,0.00,30,38.96,
2023-2024,District,District,8260,Fox Chase School,Network 8,04,77,8,10.39,69,89.61,16,20.78,61,79.22,44,57.14,33,42.86,0,0.00,4,5.19,21,27.27,20,25.97,7,9.09,0,0.00,25,32.47,
