zip,name,naics,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,city,stabbr,cty_name
19440,"HATFIELD, PA",813///,11,7,3,N,N,N,N,N,N,N,HATFIELD,PA,MONTGOMERY
19442,"KIMBERTON, PA",813///,4,4,N,N,N,N,N,N,N,N,KIMBERTON,PA,CHESTER
19443,"KULPSVILLE, PA",813///,5,N,3,N,N,N,N,N,N,N,KULPSVILLE,PA,MONTGOMERY
19444,"LAFAYETTE HILL, PA",611///,5,4,N,N,N,N,N,N,N,N,LAFAYETTE HILL,PA,MONTGOMERY
19444,"LAFAYETTE HILL, PA",813///,9,3,N,N,N,N,N,N,N,N,LAFAYETTE HILL,PA,MONTGOMERY
19446,"LANSDALE, PA",611///,21,8,4,4,3,N,N,N,N,N,LANSDALE,PA,MONTGOMERY
19446,"LANSDALE, PA",813///,43,22,13,5,N,N,N,N,N,N,LANSDALE,PA,MONTGOMERY
19453,"MONT CLARE, PA",813///,4,4,N,N,N,N,N,N,N,N,MONT CLARE,PA,MONTGOMERY
19454,"NORTH WALES, PA",611///,17,6,3,6,N,N,N,N,N,N,NORTH WALES,PA,MONTGOMERY
19454,"NORTH WALES, PA",813///,16,13,N,N,N,N,N,N,N,N,NORTH WALES,PA,MONTGOMERY
19456,"OAKS, PA",611///,4,3,N,N,N,N,N,N,N,N,OAKS,PA,MONTGOMERY
19460,"PHOENIXVILLE, PA",611///,15,9,4,N,N,N,N,N,N,N,PHOENIXVILLE,PA,CHESTER
19460,"PHOENIXVILLE, PA",813///,28,20,6,N,N,N,N,N,N,N,PHOENIXVILLE,PA,CHESTER
19462,"PLYMOUTH MEETING, PA",611///,11,5,N,4,N,N,N,N,N,N,PLYMOUTH MEETING,PA,MONTGOMERY
19462,"PLYMOUTH MEETING, PA",813///,22,13,5,N,N,N,N,N,N,N,PLYMOUTH MEETING,PA,MONTGOMERY
19464,"POTTSTOWN, PA",611///,16,6,N,3,N,N,N,N,N,N,POTTSTOWN,PA,MONTGOMERY
19464,"POTTSTOWN, PA",813///,51,31,14,5,N,N,N,N,N,N,POTTSTOWN,PA,MONTGOMERY
19465,"POTTSTOWN, PA",813///,13,5,7,N,N,N,N,N,N,N,POTTSTOWN,PA,CHESTER
19468,"ROYERSFORD, PA",611///,9,N,4,N,N,N,N,N,N,N,ROYERSFORD,PA,MONTGOMERY
19468,"ROYERSFORD, PA",813///,27,16,7,3,N,N,N,N,N,N,ROYERSFORD,PA,MONTGOMERY
19473,"SCHWENKSVILLE, PA",611///,5,3,N,N,N,N,N,N,N,N,SCHWENKSVILLE,PA,MONTGOMERY
19473,"SCHWENKSVILLE, PA",813///,8,4,N,N,N,N,N,N,N,N,SCHWENKSVILLE,PA,MONTGOMERY
19474,"SKIPPACK, PA",611///,3,N,N,N,N,N,N,N,N,N,SKIPPACK,PA,MONTGOMERY
19474,"SKIPPACK, PA",813///,3,N,N,N,N,N,N,N,N,N,SKIPPACK,PA,MONTGOMERY
19475,"SPRING CITY, PA",611///,3,N,N,N,N,N,N,N,N,N,SPRING CITY,PA,CHESTER
19475,"SPRING CITY, PA",813///,15,11,3,N,N,N,N,N,N,N,SPRING CITY,PA,CHESTER
19477,"SPRING HOUSE, PA",611///,3,N,N,N,N,N,N,N,N,N,SPRING HOUSE,PA,MONTGOMERY
19480,"UWCHLAND, PA",813///,4,N,N,N,N,N,N,N,N,N,UWCHLAND,PA,CHESTER
19481,"VALLEY FORGE, PA",813///,5,N,N,3,N,N,N,N,N,N,VALLEY FORGE,PA,CHESTER
19482,"VALLEY FORGE, PA",813///,3,N,N,N,N,N,N,N,N,N,VALLEY FORGE,PA,CHESTER
19503,"BALLY, PA",813///,3,N,N,N,N,N,N,N,N,N,BALLY,PA,BERKS
19505,"BECHTELSVILLE, PA",813///,4,N,3,N,N,N,N,N,N,N,BECHTELSVILLE,PA,BERKS
19506,"BERNVILLE, PA",813///,5,N,3,N,N,N,N,N,N,N,BERNVILLE,PA,BERKS
19507,"BETHEL, PA",813///,6,N,N,N,N,N,N,N,N,N,BETHEL,PA,BERKS
19508,"BIRDSBORO, PA",611///,3,N,N,N,N,N,N,N,N,N,BIRDSBORO,PA,BERKS
19508,"BIRDSBORO, PA",813///,17,13,4,N,N,N,N,N,N,N,BIRDSBORO,PA,BERKS
19510,"BLANDON, PA",813///,4,N,N,N,N,N,N,N,N,N,BLANDON,PA,BERKS
19512,"BOYERTOWN, PA",813///,23,14,5,3,N,N,N,N,N,N,BOYERTOWN,PA,BERKS
19518,"DOUGLASSVILLE, PA",611///,3,N,N,N,N,N,N,N,N,N,DOUGLASSVILLE,PA,BERKS
19518,"DOUGLASSVILLE, PA",813///,8,3,N,N,N,N,N,N,N,N,DOUGLASSVILLE,PA,BERKS
19520,"ELVERSON, PA",813///,10,6,N,3,N,N,N,N,N,N,ELVERSON,PA,CHESTER
19522,"FLEETWOOD, PA",611///,5,N,N,N,N,N,N,N,N,N,FLEETWOOD,PA,BERKS
19522,"FLEETWOOD, PA",813///,18,13,3,N,N,N,N,N,N,N,FLEETWOOD,PA,BERKS
19523,"GEIGERTOWN, PA",813///,4,3,N,N,N,N,N,N,N,N,GEIGERTOWN,PA,BERKS
19525,"GILBERTSVILLE, PA",611///,3,N,N,3,N,N,N,N,N,N,GILBERTSVILLE,PA,MONTGOMERY
19525,"GILBERTSVILLE, PA",813///,10,5,3,N,N,N,N,N,N,N,GILBERTSVILLE,PA,MONTGOMERY
19526,"HAMBURG, PA",813///,20,10,8,N,N,N,N,N,N,N,HAMBURG,PA,BERKS
19530,"KUTZTOWN, PA",813///,18,10,7,N,N,N,N,N,N,N,KUTZTOWN,PA,BERKS
19533,"LEESPORT, PA",813///,8,6,N,N,N,N,N,N,N,N,LEESPORT,PA,BERKS
19534,"LENHARTSVILLE, PA",813///,3,3,N,N,N,N,N,N,N,N,LENHARTSVILLE,PA,BERKS
19539,"MERTZTOWN, PA",813///,3,N,N,N,N,N,N,N,N,N,MERTZTOWN,PA,BERKS
19540,"MOHNTON, PA",813///,8,3,5,N,N,N,N,N,N,N,MOHNTON,PA,BERKS
19541,"MOHRSVILLE, PA",813///,3,3,N,N,N,N,N,N,N,N,MOHRSVILLE,PA,BERKS
19543,"MORGANTOWN, PA",813///,8,7,N,N,N,N,N,N,N,N,MORGANTOWN,PA,BERKS
19547,"OLEY, PA",813///,11,5,N,3,N,N,N,N,N,N,OLEY,PA,BERKS
19551,"ROBESONIA, PA",813///,5,N,N,N,N,N,N,N,N,N,ROBESONIA,PA,BERKS
19555,"SHOEMAKERSVILLE, PA",813///,5,N,3,N,N,N,N,N,N,N,SHOEMAKERSVILLE,PA,BERKS
19560,"TEMPLE, PA",611///,3,N,3,N,N,N,N,N,N,N,TEMPLE,PA,BERKS
19560,"TEMPLE, PA",813///,7,4,N,N,N,N,N,N,N,N,TEMPLE,PA,BERKS
19562,"TOPTON, PA",813///,3,N,N,N,N,N,N,N,N,N,TOPTON,PA,BERKS
19565,"WERNERSVILLE, PA",813///,4,N,N,N,N,N,N,N,N,N,WERNERSVILLE,PA,BERKS
19567,"WOMELSDORF, PA",813///,8,6,N,N,N,N,N,N,N,N,WOMELSDORF,PA,BERKS
19601,"READING, PA",611///,4,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
19601,"READING, PA",813///,46,29,8,6,3,N,N,N,N,N,READING,PA,BERKS
19602,"READING, PA",813///,15,9,5,N,N,N,N,N,N,N,READING,PA,BERKS
19604,"READING, PA",813///,16,11,3,N,N,N,N,N,N,N,READING,PA,BERKS
19605,"READING, PA",611///,3,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
19605,"READING, PA",813///,14,6,5,N,N,N,N,N,N,N,READING,PA,BERKS
19606,"READING, PA",611///,4,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
19606,"READING, PA",813///,16,5,8,3,N,N,N,N,N,N,READING,PA,BERKS
19607,"READING, PA",611///,8,N,N,N,3,N,N,N,N,N,READING,PA,BERKS
19607,"READING, PA",813///,17,10,5,N,N,N,N,N,N,N,READING,PA,BERKS
19608,"READING, PA",611///,4,4,N,N,N,N,N,N,N,N,READING,PA,BERKS
19608,"READING, PA",813///,15,5,5,4,N,N,N,N,N,N,READING,PA,BERKS
19609,"READING, PA",611///,3,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
19609,"READING, PA",813///,12,6,N,N,N,N,N,N,N,N,READING,PA,BERKS
19610,"READING, PA",611///,10,5,N,N,N,N,N,N,N,N,READING,PA,BERKS
19610,"READING, PA",813///,19,11,3,N,3,N,N,N,N,N,READING,PA,BERKS
19611,"READING, PA",611///,6,N,N,N,N,N,N,N,N,N,READING,PA,BERKS
19611,"READING, PA",813///,16,11,4,N,N,N,N,N,N,N,READING,PA,BERKS
